id,created_by,modified_by,created_date,modified_date,active_from,active_to,position_id,payment_date,payment_amount,entity,extract_date,upload_source,scenario_analysis_id,currency_code,is_active_flag
46288,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002350,2032-09-15,730886.0,AFL,2024-07-31,,,,Yes
46289,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002350,2032-10-15,740153.0,AFL,2024-07-31,,,,Yes
46290,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002350,2032-11-15,745254.0,AFL,2024-07-31,,,,Yes
46291,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002350,2032-12-15,754194.0,AFL,2024-07-31,,,,Yes
46292,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002350,2033-01-15,759899.0,AFL,2024-07-31,,,,Yes
46293,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002350,2033-02-15,767321.0,AFL,2024-07-31,,,,Yes
46294,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002350,2033-03-15,777641.0,AFL,2024-07-31,,,,Yes
46295,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002350,2033-04-15,782411.0,AFL,2024-07-31,,,,Yes
46296,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002350,2033-05-15,790503.0,AFL,2024-07-31,,,,Yes
46297,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0006568,2028-03-15,712187.0,AFL,2024-07-31,,,,Yes
46298,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0006568,2028-04-15,641374.0,AFL,2024-07-31,,,,Yes
46299,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0006568,2028-05-15,685489.0,AFL,2024-07-31,,,,Yes
46300,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0006568,2028-06-15,653488.0,AFL,2024-07-31,,,,Yes
46301,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0006568,2028-07-15,697319.0,AFL,2024-07-31,,,,Yes
46302,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0006568,2028-08-15,665822.0,AFL,2024-07-31,,,,Yes
46303,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0006568,2028-09-15,671901.0,AFL,2024-07-31,,,,Yes
46304,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0007312,2026-07-31,2250000.0,AFL,2024-07-31,,,,Yes
46305,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0007312,2026-08-31,2250000.0,AFL,2024-07-31,,,,Yes
46306,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0007312,2026-09-30,2250000.0,AFL,2024-07-31,,,,Yes
46307,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2029-03-05,404532.0,AFL,2024-07-31,,,,Yes
46308,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2029-04-05,364069.0,AFL,2024-07-31,,,,Yes
46309,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2029-05-05,381785.0,AFL,2024-07-31,,,,Yes
46310,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2029-06-05,370720.0,AFL,2024-07-31,,,,Yes
46311,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2029-07-05,388279.0,AFL,2024-07-31,,,,Yes
46312,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2029-08-05,377489.0,AFL,2024-07-31,,,,Yes
46313,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0007312,2026-10-31,2250000.0,AFL,2024-07-31,,,,Yes
46314,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0007312,2026-11-30,2250000.0,AFL,2024-07-31,,,,Yes
46315,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006914,2025-03-31,42900000.0,AFL,2024-07-31,,,,Yes
46316,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006914,2025-06-30,42900000.0,AFL,2024-07-31,,,,Yes
46317,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0005395,2024-10-31,1748993.0,AFL,2024-07-31,,,,Yes
46318,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0005395,2024-11-30,1893539.0,AFL,2024-07-31,,,,Yes
46319,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0005395,2024-12-31,1781476.0,AFL,2024-07-31,,,,Yes
46320,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0005395,2025-01-31,1797363.0,AFL,2024-07-31,,,,Yes
46321,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0005395,2025-02-28,2195516.0,AFL,2024-07-31,,,,Yes
46322,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0004410,2024-09-30,6273893.0,AFL,2024-07-31,,,,Yes
46323,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0004410,2024-10-31,6273893.0,AFL,2024-07-31,,,,Yes
46324,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0004410,2024-11-30,6273893.0,AFL,2024-07-31,,,,Yes
46325,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0004410,2024-12-31,6273893.0,AFL,2024-07-31,,,,Yes
46326,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0001023,2031-05-10,143744.0,AFL,2024-07-31,,,,Yes
46327,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0001023,2031-06-10,142593.0,AFL,2024-07-31,,,,Yes
46328,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0001023,2031-07-10,146485.0,AFL,2024-07-31,,,,Yes
46329,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2028-11-05,741677.0,AFL,2024-07-31,,,,Yes
46330,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2028-12-05,752165.0,AFL,2024-07-31,,,,Yes
46331,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-01-05,756458.0,AFL,2024-07-31,,,,Yes
46332,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-02-05,763943.0,AFL,2024-07-31,,,,Yes
46333,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-03-05,778774.0,AFL,2024-07-31,,,,Yes
46334,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-04-05,779208.0,AFL,2024-07-31,,,,Yes
46335,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-05-05,788844.0,AFL,2024-07-31,,,,Yes
46336,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-06-05,794723.0,AFL,2024-07-31,,,,Yes
46337,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-07-05,804007.0,AFL,2024-07-31,,,,Yes
46338,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-08-05,810541.0,AFL,2024-07-31,,,,Yes
46339,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-09-05,818561.0,AFL,2024-07-31,,,,Yes
46340,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-10-05,827305.0,AFL,2024-07-31,,,,Yes
46341,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002089,2029-11-05,1192902.0,AFL,2024-07-31,,,,Yes
46342,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0005259,2034-09-30,5333333.0,AFL,2024-07-31,,,,Yes
46343,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0005259,2035-09-30,5333333.0,AFL,2024-07-31,,,,Yes
46344,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006670,2025-02-07,345678.0,AFL,2024-07-31,,,,Yes
46345,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006670,2025-03-07,345678.0,AFL,2024-07-31,,,,Yes
46346,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006670,2025-04-07,432097.0,AFL,2024-07-31,,,,Yes
46347,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006670,2025-05-07,432097.0,AFL,2024-07-31,,,,Yes
46348,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006670,2025-06-07,432097.0,AFL,2024-07-31,,,,Yes
46349,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006670,2025-07-07,432097.0,AFL,2024-07-31,,,,Yes
46350,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2024-08-05,230276.0,AFL,2024-07-31,,,,Yes
46351,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2024-09-05,232398.0,AFL,2024-07-31,,,,Yes
46352,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2024-10-05,249055.0,AFL,2024-07-31,,,,Yes
46353,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2024-11-05,236835.0,AFL,2024-07-31,,,,Yes
46354,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2024-12-05,253388.0,AFL,2024-07-31,,,,Yes
46355,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2025-01-05,241352.0,AFL,2024-07-31,,,,Yes
46356,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2025-02-05,243576.0,AFL,2024-07-31,,,,Yes
46357,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2025-03-05,288275.0,AFL,2024-07-31,,,,Yes
46358,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2025-04-05,248477.0,AFL,2024-07-31,,,,Yes
46359,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2025-05-05,264759.0,AFL,2024-07-31,,,,Yes
46360,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0006873,2025-06-05,253207.0,AFL,2024-07-31,,,,Yes
46361,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0004157,2035-07-15,1288242.0,AFL,2024-07-31,,,,Yes
46362,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0004157,2035-08-15,1286092.0,AFL,2024-07-31,,,,Yes
46363,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0004157,2035-09-15,1297288.0,AFL,2024-07-31,,,,Yes
46364,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0004157,2035-10-15,1320859.0,AFL,2024-07-31,,,,Yes
46365,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0004157,2035-11-15,1320081.0,AFL,2024-07-31,,,,Yes
46366,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0004157,2035-12-15,1343108.0,AFL,2024-07-31,,,,Yes
46367,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0004157,2036-01-15,1343265.0,AFL,2024-07-31,,,,Yes
46368,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0004157,2036-02-15,1354959.0,AFL,2024-07-31,,,,Yes
46369,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0004157,2036-03-15,1387556.0,AFL,2024-07-31,,,,Yes
46370,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0007501,2031-09-30,2793236.0,AFL,2024-07-31,,,,Yes
46371,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2027-06-05,26705.0,AFL,2024-07-31,,,,Yes
46372,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2027-07-05,28128.0,AFL,2024-07-31,,,,Yes
46373,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2027-08-05,27292.0,AFL,2024-07-31,,,,Yes
46374,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2027-09-05,27584.0,AFL,2024-07-31,,,,Yes
46375,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2027-10-05,28988.0,AFL,2024-07-31,,,,Yes
46376,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2027-11-05,28190.0,AFL,2024-07-31,,,,Yes
46377,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2027-12-05,29580.0,AFL,2024-07-31,,,,Yes
46378,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-01-05,28808.0,AFL,2024-07-31,,,,Yes
46379,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-02-05,29116.0,AFL,2024-07-31,,,,Yes
46380,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-03-05,31545.0,AFL,2024-07-31,,,,Yes
46381,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-04-05,29765.0,AFL,2024-07-31,,,,Yes
46382,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-05-05,31121.0,AFL,2024-07-31,,,,Yes
46383,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-06-05,30417.0,AFL,2024-07-31,,,,Yes
46384,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-07-05,31758.0,AFL,2024-07-31,,,,Yes
46385,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-08-05,31082.0,AFL,2024-07-31,,,,Yes
46386,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-09-05,31415.0,AFL,2024-07-31,,,,Yes
46387,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-10-05,32735.0,AFL,2024-07-31,,,,Yes
46388,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-11-05,32101.0,AFL,2024-07-31,,,,Yes
46389,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2028-12-05,33406.0,AFL,2024-07-31,,,,Yes
46390,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0002651,2029-01-05,32802.0,AFL,2024-07-31,,,,Yes
46391,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0001953,2028-05-15,711431.0,AFL,2024-07-31,,,,Yes
46392,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0001953,2028-06-15,676989.0,AFL,2024-07-31,,,,Yes
46393,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0001953,2028-07-15,724270.0,AFL,2024-07-31,,,,Yes
46394,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0001953,2028-08-15,690377.0,AFL,2024-07-31,,,,Yes
46395,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0001953,2028-09-15,696974.0,AFL,2024-07-31,,,,Yes
46396,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLR0001953,2028-10-15,743795.0,AFL,2024-07-31,,,,Yes
46397,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0005857,2027-05-31,3900000.0,AFL,2024-07-31,,,,Yes
46398,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006609,2030-10-31,2002507.0,AFL,2024-07-31,,,,Yes
46399,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006609,2030-11-30,2002507.0,AFL,2024-07-31,,,,Yes
46400,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006609,2030-12-31,2002507.0,AFL,2024-07-31,,,,Yes
46401,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006914,2025-09-30,42900000.0,AFL,2024-07-31,,,,Yes
46402,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006914,2025-12-31,42900000.0,AFL,2024-07-31,,,,Yes
46403,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0004912,2030-09-15,295150.0,AFL,2024-07-31,,,,Yes
46404,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0004912,2030-10-15,297548.0,AFL,2024-07-31,,,,Yes
46405,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006914,2026-03-31,42900000.0,AFL,2024-07-31,,,,Yes
46406,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0004912,2030-11-15,299965.0,AFL,2024-07-31,,,,Yes
46407,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPCO0006914,2026-06-30,42900000.0,AFL,2024-07-31,,,,Yes
46408,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2028-07-05,350853.0,AFL,2024-07-31,,,,Yes
46409,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007430,2032-08-05,1217281.0,AFL,2024-07-31,,,,Yes
46410,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2028-08-05,338481.0,AFL,2024-07-31,,,,Yes
46411,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2028-09-05,341500.0,AFL,2024-07-31,,,,Yes
46412,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2028-10-05,359749.0,AFL,2024-07-31,,,,Yes
46413,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2028-11-05,347753.0,AFL,2024-07-31,,,,Yes
46414,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2028-12-05,365855.0,AFL,2024-07-31,,,,Yes
46415,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2029-01-05,354117.0,AFL,2024-07-31,,,,Yes
46416,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007372,2029-02-05,357275.0,AFL,2024-07-31,,,,Yes
46417,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007430,2032-09-05,1228395.0,AFL,2024-07-31,,,,Yes
46418,anil.antarescentral,anil.antarescentral,2025-01-21 12:41:56,2025-01-21 12:41:56,,,SPLA0007430,2032-10-05,1248001.0,AFL,2024-07-31,,,,Yes
