id,created_by,created_date,modified_by,modified_date,active_from,active_to,product_variant_name,product_variant_code,product_tag,product_type,underlying_product_variant,attribute_list,asset_class,analysis_code_1,analysis_code_2,legal_entity,is_active_flag,business_units,irrbb_classification,z_spread_calculation,configuration_date,weekend_definition
2,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,CA,Deposits,Liability,None,"{""2"":"""",""3"":"""",""4"":"""",""6"":"""",""7"":"""",""31"":"""",""59"":"""",""80"":"""",""88"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Wholesale,Non-Amenable,None,30-11-2020,None
3,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,SA,Deposits,Liability,None,"{""2"":"""",""3"":"""",""4"":"""",""6"":"""",""7"":"""",""26"":"""",""28"":"""",""31"":"""",""56"":"""",""57"":"""",""59"":"""",""88"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Retail,Non-Amenable,None,30-11-2020,None
4,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,CA-BNK,Deposits-Asset,Asset,None,"{""2"":"""",""3"":"""",""4"":"""",""6"":"""",""7"":"""",""28"":"""",""31"":"""",""56"":"""",""57"":"""",""59"":"""",""65"":"""",""88"":""""}",None,None,None,ABC Ltd,None,Treasury ,Non-Amenable,None,30-11-2020,None
5,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FXD-TD,Deposits,Liability,None,"{""2"":"""",""3"":"""",""4"":"""",""6"":"""",""7"":"""",""11"":"""",""12"":"""",""13"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""59"":"""",""60"":"""",""61"":"""",""69"":"""",""80"":"""",""88"":"""",""92"":"""",""94"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Retail,Amenable,None,30-11-2020,None
6,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FXD-TD-BNK,Deposits-Asset,Asset,None,"{""2"":"""",""3"":"""",""4"":"""",""6"":"""",""7"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""56"":"""",""57"":"""",""59"":"""",""69"":"""",""78"":"""",""79"":"""",""80"":"""",""88"":"""",""94"":"""",""99"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
7,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,DD-CD,Borrowing,Liability,-,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""7"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""20"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""33"":"""",""34"":"""",""35"":"""",""45"":"""",""52"":"""",""53"":""""}",None,-,-,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
8,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,ZC_CG,Investment,Asset,None,"{""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""51"":"""",""52"":"""",""53"":"""",""56"":"""",""57"":"""",""59"":"""",""60"":"""",""61"":"""",""65"":"""",""68"":"""",""77"":"""",""78"":"""",""79"":"""",""80"":"""",""81"":"""",""83"":"""",""84"":"""",""86"":"""",""87"":"""",""88"":"""",""93"":"""",""100"":"""",""102"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
9,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FXD-GSEC,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""20"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""51"":"""",""52"":"""",""53"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""68"":"""",""69"":"""",""77"":"""",""78"":"""",""79"":"""",""80"":"""",""81"":"""",""82"":"""",""83"":"""",""84"":"""",""86"":"""",""88"":"""",""93"":"""",""98"":"""",""104"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
10,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FLT_GSEC,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""20"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""52"":"""",""53"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""65"":"""",""67"":"""",""68"":"""",""69"":"""",""70"":"""",""71"":"""",""77"":"""",""78"":"""",""79"":"""",""80"":"""",""81"":"""",""82"":"""",""83"":"""",""84"":"""",""86"":"""",""87"":"""",""88"":"""",""93"":"""",""98"":"""",""99"":"""",""102"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
11,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,STRIPS_CG,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""20"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""52"":"""",""53"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""65"":"""",""68"":"""",""77"":"""",""78"":"""",""79"":"""",""80"":"""",""81"":"""",""82"":"""",""83"":"""",""84"":"""",""88"":"""",""93"":"""",""98"":"""",""99"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
12,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,ZC_SDL_SG,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""19"":"""",""20"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""52"":"""",""53"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""65"":"""",""68"":"""",""77"":"""",""78"":"""",""79"":"""",""80"":"""",""81"":"""",""82"":"""",""83"":"""",""84"":"""",""88"":"""",""98"":"""",""99"":"""",""104"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
13,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FXD_SDL_SG,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""20"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""52"":"""",""53"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""65"":"""",""67"":"""",""68"":"""",""77"":"""",""78"":"""",""79"":"""",""80"":"""",""81"":"""",""82"":"""",""83"":"""",""84"":"""",""88"":"""",""93"":"""",""98"":"""",""99"":"""",""104"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
14,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FLT_SDL_SG,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""52"":"""",""53"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""65"":"""",""67"":"""",""68"":"""",""77"":"""",""78"":"""",""79"":"""",""80"":"""",""81"":"""",""82"":"""",""83"":"""",""84"":"""",""88"":"""",""93"":"""",""98"":"""",""99"":"""",""104"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
15,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,RDEP,Deposits,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""51"":"""",""52"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""62"":"""",""63"":"""",""64"":"""",""69"":"""",""70"":"""",""71"":"""",""74"":"""",""75"":"""",""76"":"""",""77"":"""",""78"":"""",""82"":"""",""84"":"""",""88"":"""",""99"":"""",""101"":"""",""102"":"""",""103"":"""",""104"":""""}",None,None,None,ABC Ltd,None,Wholesale,Amenable,None,30-11-2020,None
152,revolutio_admin2.antarescentral,18-09-2024 13:57,revolutio_admin.antarescentral,08-10-2024 13:19,18-09-2024 13:57,05-07-2099 00:00,EMI Loans,BD,None,OBS,None,"{""1"": """"}",None,None,None,ABC Ltd,Yes,None,None,None,07-09-2006,"{""7"":""""}"
45,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,BBO,Borrowing,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""33"":"""",""36"":"""",""41"":"""",""42"":"""",""43"":"""",""82"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Wholesale,Amenable,None,30-11-2020,None
16,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FXDTL,Borrowing,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""43"":"""",""44"":"""",""45"":"""",""46"":"""",""54"":"""",""55"":"""",""56"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""62"":"""",""63"":"""",""64"":"""",""74"":"""",""75"":"""",""76"":"""",""80"":"""",""88"":"""",""98"":"""",""99"":"""",""103"":"""",""104"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
17,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FXDTL-B,Loans,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""62"":"""",""63"":"""",""64"":"""",""65"":"""",""74"":"""",""75"":"""",""76"":"""",""80"":"""",""82"":"""",""98"":"""",""99"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Wholesale,Amenable,None,30-11-2020,None
18,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,EMI-TL,Loans,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""43"":"""",""45"":"""",""46"":"""",""53"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""62"":"""",""63"":"""",""64"":"""",""67"":"""",""69"":"""",""70"":"""",""71"":"""",""74"":"""",""75"":"""",""76"":"""",""80"":"""",""82"":"""",""98"":"""",""99"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Retail,Amenable,None,30-11-2020,None
19,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,AM-LOAN,Loans,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""43"":"""",""45"":"""",""46"":"""",""53"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""62"":"""",""63"":"""",""64"":"""",""74"":"""",""75"":"""",""76"":"""",""98"":"""",""99"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Retail,Amenable,None,30-11-2020,None
20,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,REPO,Secured Funding,OBS,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""45"":"""",""46"":"""",""47"":"""",""48"":"""",""49"":"""",""50"":"""",""51"":"""",""52"":"""",""53"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""62"":"""",""63"":"""",""64"":"""",""74"":"""",""75"":"""",""76"":"""",""98"":"""",""99"":"""",""100"":"""",""101"":"""",""102"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
21,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,R-Repo,Secured Lending,OBS,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""45"":"""",""46"":"""",""47"":"""",""48"":"""",""49"":"""",""50"":"""",""51"":"""",""52"":"""",""53"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""64"":"""",""65"":"""",""74"":"""",""75"":"""",""76"":"""",""82"":"""",""98"":"""",""101"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Wholesale,Amenable,None,30-11-2020,None
22,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,T-BILL,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""45"":"""",""46"":"""",""52"":"""",""53"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""65"":"""",""82"":"""",""88"":"""",""93"":"""",""98"":"""",""101"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
23,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,ZCB-COR,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""45"":"""",""46"":"""",""51"":"""",""52"":"""",""53"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""74"":"""",""75"":"""",""76"":"""",""98"":"""",""99"":"""",""101"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
